"country","year","country_name","ISO","COWcode","Region_UN","Vdem_libdem_z","Vdem_libdem_m1","ChgDem","Vdem_regime_di","Vdem_polyarchy_z","Vdem_liberal_z","corruption_z","corruption_m1","swiid_gini","swiid_gini_m1","edu_year","edu_year_m1","DemYear_z","lg_imp_mdpgdp","lg_imp_imfgdp","lg_mdpgdp_lag1","lg_imfgdp_lag1"
"Iceland",1992,"Iceland","ISL",395,"Northern Europe",1.30754829130681,1.17411042987529,0.133437861431519,1,1.20531629045321,1.04002196180456,NA,NA,27.4,26.1,8.6,9.3,-1.13759291798904,10.253792249467,9.87055598816903,10.3167223979087,9.89492882152998
"India",1992,"India","IND",750,"Southern Asia",0.532867373551599,1.30754829130681,-0.774680917755207,1,0.738471493373506,0.404320048765481,NA,NA,40.4,27.4,3.2,8.6,-1.13759291798904,7.21081845347222,8.08835950596574,7.16780918431644,7.1090116037584
"Indonesia",1992,"Indonesia","IDN",850,"South-Eastern Asia",-1.39827500994344,0.532867373551599,-1.93114238349504,0,-1.341454919632,-2.02607689925589,NA,NA,41.9,40.4,3.7,3.2,-0.919219323375134,8.18674278711352,8.12861367951225,8.12058871174027,8.05979985663902
"Iran",1992,"Iran","IRN",630,"Southern Asia",-1.16105214517629,-1.39827500994344,0.237222864767145,0,-1.42495561504463,-1.0802764920514,NA,NA,42.8,41.9,4.6,3.7,NA,8.71292443512011,9.04118835142975,8.64223868039046,9.01671093167445
"Iraq",1992,"Iraq","IRQ",645,"Western Asia",-1.36491554458556,-1.16105214517629,-0.203863399409265,0,-1.76275388285027,-1.61519639448673,NA,NA,NA,42.8,3.6,4.6,NA,8.14148104145742,7.78427698209941,7.8898337513943,7.52319560696574
"Ireland",1992,"Ireland","IRL",205,"Northern Europe",1.43357293821435,-1.36491554458556,2.79848848279991,1,1.3002034443312,1.14855643476246,NA,NA,32.4,NA,10,3.6,-1.13759291798904,9.84860889102614,9.67352567763299,9.81126260849361,9.62263835198085
"Israel",1992,"Israel","ISR",666,"Western Asia",0.907234707012249,1.43357293821435,-0.526338231202102,1,0.844745105716853,0.950868644732009,NA,NA,31.5,32.4,11.1,10,-1.13759291798904,10.0227805587241,9.55962716931401,9.99062808785113,9.5025333702632
"Italy",1992,"Italy","ITA",325,"Southern Europe",1.27048221868694,0.907234707012249,0.36324751167469,1,1.14079302581618,1.10204166063765,NA,NA,32,31.5,7.5,11.1,-1.13759291798904,10.1783882906232,9.8964966706234,10.1645432689202,9.74806531218773
"Jamaica",1992,"Jamaica","JAM",51,"Caribbean",0.177033076400882,1.27048221868694,-1.09344914228606,1,0.157762111640217,0.543864371139914,NA,NA,41.2,32,6.1,7.5,-1.13759291798904,8.56140144608056,8.62900610144913,8.54422453046727,8.58795519895252
"Japan",1992,"Japan","JPN",740,"Eastern Asia",1.34090775666469,0.177033076400882,1.1638746802638,1,1.25845309662488,1.00901211238802,NA,NA,29,41.2,9.8,6.1,-1.13759291798904,10.277255573901,10.1430935411255,10.2439162377965,10.0576019142805
"Jordan",1992,"Jordan","JOR",663,"Western Asia",-0.931242494933123,1.34090775666469,-2.27215025159781,0,-1.18963547342722,-0.525975433730737,NA,NA,39,29,6.8,9.8,NA,8.19035440376326,8.49957337782186,8.17075142375753,8.40844488390034
"Kazakhstan",1992,"Kazakhstan","KAZ",705,"Central Asia",-0.968308567552989,-0.931242494933123,-0.0370660726198662,0,-0.916360470258611,-0.925227244968697,NA,NA,28.9,39,8.5,6.8,NA,9.32053916427426,8.92315931674781,9.30155125202957,8.92199462463437
"Kenya",1992,"Kenya","KEN",501,"Eastern Africa",-1.02390767648279,-0.968308567552989,-0.0555991089297996,0,-1.20861290420281,-0.774054229063061,NA,NA,48.2,28.9,4,8.5,NA,7.62803112693033,7.35057440996952,7.69439280262942,7.37116844539132
"Kosovo",1992,"Kosovo","XKX",345,"Southern Europe",-1.09062660719855,-1.02390767648279,-0.0667189307157596,0,-1.21999936266817,NA,NA,NA,NA,48.2,NA,4,-0.797468176302448,9.02821879518489,7.27648463280526,6.82219739062049,9.69263553208477
"Kuwait",1992,"Kuwait","KWT",690,"Western Asia",-0.77927159719167,-1.09062660719855,0.311355010006877,0,-1.38700075349343,0.489597134660968,NA,NA,NA,NA,5.6,NA,NA,10.2588165911505,9.72029254706033,9.41025623717109,9.67256830099789
"Kyrgyzstan",1992,"Kyrgyzstan","KGZ",703,"Central Asia",-0.849697135169417,-0.77927159719167,-0.0704255379777461,0,-0.696222273261678,-0.843826390250278,NA,NA,33.2,NA,8.8,5.6,NA,8.52397017569526,7.49286603066652,8.76670599775052,7.90595741615786
"Latvia",1992,"Latvia","LVA",367,"Northern Europe",0.599586304267358,-0.849697135169417,1.44928343943677,1,0.654970797960876,0.695037387045549,NA,NA,28.5,33.2,8.1,8.8,-1.16449872666334,9.08125621856465,8.72432063214089,9.37033110828512,9.36459006362278
"Lebanon",1992,"Lebanon","LBN",660,"Western Asia",-0.894176422313256,0.599586304267358,-1.49376272658061,0,-0.775927482519188,-0.867083777312683,NA,NA,NA,28.5,NA,8.1,-0.63036749317565,9.06958293425992,8.73293260303947,9.03121370607875,8.71792717293109
"Lesotho",1992,"Lesotho","LSO",570,"Southern Africa",-1.00166803291087,-0.894176422313256,-0.107491610597612,0,-1.46670596275094,-0.444574579012317,NA,NA,52.7,NA,4.5,NA,-0.799686458933675,7.39510754656249,6.82272432845045,7.47760424319759,6.76186916332218
"Liberia",1992,"Liberia","LBR",450,"Western Africa",-0.979428389338949,-1.00166803291087,0.0222396435719198,0,-1.42875110119975,-0.378678649002169,NA,NA,NA,52.7,2.8,4.5,-0.689772351103351,5.78074351579233,7.31817071966778,6.21460809842219,7.18882023122588
"Libya",1992,"Libya","LBY",620,"Northern Africa",-1.39827500994344,-0.979428389338949,-0.41884662060449,0,-1.80070874440146,-1.73535956097582,NA,NA,NA,NA,4.2,2.8,-0.510952308021268,10.1376106078933,10.1684285657358,10.1898687792549,10.1965866354209
"Lithuania",1992,"Lithuania","LTU",368,"Northern Europe",1.07032542653966,-1.39827500994344,2.4686004364831,1,0.966200662680678,1.07878427357524,NA,NA,28.9,NA,9.4,4.2,-1.16449872666334,9.0902045707362,8.73734700492376,9.2239473753824,9.34049028532635
"Luxembourg",1992,"Luxembourg","LUX",212,"Western Europe",1.27789543321091,1.07032542653966,0.207570006671252,1,1.23188469353905,0.993507187679753,NA,NA,24.5,28.9,9,9.4,-1.13759291798904,10.5946327304254,10.6491607727912,10.5944824185279,10.6218943998553
"Madagascar",1992,"Madagascar","MDG",580,"Eastern Africa",-1.02761428374478,1.27789543321091,-2.30550971695569,0,-1.06817991646339,-0.917474782614562,NA,NA,44.3,24.5,NA,9,-1.50652722205559,6.77536609093639,7.07529469656325,6.84161547647759,7.07060330609029
"Malawi",1992,"Malawi","MWI",553,"Eastern Africa",-1.26483714851192,-1.02761428374478,-0.237222864767145,0,-1.35663686425248,-1.49503322799763,NA,NA,49.5,44.3,2.6,NA,-1.10818717023505,6.69703424766648,6.21275080481467,6.83840520084734,6.27539180096618
"Malaysia",1992,"Malaysia","MYS",820,"South-Eastern Asia",-1.03502749826875,-1.26483714851192,0.229809650243172,0,-1.04161151337755,-0.948484632031102,NA,NA,44.4,49.5,6.9,2.6,NA,9.16659744902826,9.02988964442761,9.10686696349991,8.94795467092091
"Mali",1992,"Mali","MLI",432,"Western Africa",-0.47162319444678,-1.03502749826875,0.563404303821969,0,-0.688631300951439,0.257023264036913,NA,NA,NA,44.4,0.8,6.9,-1.26298743970573,6.46925031679577,6.82372164227596,6.51767127291227,6.84150990521302
"Malta",1992,"Malta","MLT",338,"Southern Europe",0.618119340577291,-0.47162319444678,1.08974253502407,1,0.859927050337331,0.43920612935909,NA,NA,NA,NA,7.4,0.8,-1.13759291798904,9.45218790808416,9.52408497392305,9.54666974124948,9.43434930201625
"Mauritius",1992,"Mauritius","MUS",590,"Eastern Africa",0.781210060104703,0.618119340577291,0.163090719527412,1,0.932041287284602,0.679532462337279,NA,NA,37.5,NA,5.9,7.4,-1.13759291798904,9.31811796414961,8.64687557553967,9.32170283982964,8.5743314646812
"Mexico",1992,"Mexico","MEX",70,"Central America",-0.753325346357764,0.781210060104703,-1.53453540646247,0,-0.373605950076517,-0.859331314958548,NA,NA,47.1,37.5,5.9,5.9,-1.15558979576048,9.22709915579114,9.17134902061216,9.20492573927468,9.13212245774498
"Moldova",1992,"Moldova","MDA",359,"Eastern Europe",-0.219573900631688,-0.753325346357764,0.533751445726076,1,-0.0699670576669546,0.0205731622357916,NA,NA,35.5,47.1,8.2,5.9,-1.2051123269612,7.80425138352811,8.28718058304863,8.31971738685061,8.05362672057621
"Mongolia",1992,"Mongolia","MNG",712,"Eastern Asia",0.128847181995055,-0.219573900631688,0.348421082626744,1,0.385491280947389,0.171746178141427,NA,NA,NA,35.5,7.7,8.2,-1.19094819414971,7.71779621101358,7.96967467802441,7.77695440332244,8.05566736809996
"Montenegro",1992,"Montenegro","MNE",345,"Southern Europe",-1.09062660719855,0.128847181995055,-1.2194737891936,0,-1.21999936266817,NA,NA,NA,NA,NA,NA,7.7,-0.946391075649946,8.9226582995244,8.48796895189481,9.26463914538356,8.83606334888045
"Morocco",1992,"Morocco","MAR",600,"Northern Africa",-0.838577313383457,-1.09062660719855,0.252049293815091,0,-1.33386394732176,0.016696931058724,NA,NA,40.8,NA,2.4,NA,NA,8.49535649680706,7.91942172009475,8.53385363230935,7.93578807723611
"Mozambique",1992,"Mozambique","MOZ",541,"Eastern Africa",NA,-0.838577313383457,NA,1,NA,-0.828321465542007,NA,NA,NA,40.8,1.1,2.4,-0.836081666716331,6.14203740558736,5.70696435457599,6.28785856016178,5.7827602538429
"Myanmar (Burma)",1992,"Myanmar","MMR",775,"South-eastern Asia",-1.520593049589,NA,NA,0,-1.70961707667859,-2.26640323223408,NA,NA,NA,NA,2.5,1.1,NA,6.90675477864855,6.84392664517163,6.8501261661455,7.93795853420893
"Namibia",1992,"Namibia","NAM",565,"Southern Africa",0.191859505448828,-1.520593049589,1.71245255503783,1,0.127398222399261,0.675656231160212,NA,NA,NA,NA,5.6,2.5,-1.11527386636515,8.47657950853094,8.40517284892353,8.44397712908498,8.32118577620637
"Nepal",1992,"Nepal","NPL",790,"Southern Asia",-0.397491049207047,0.191859505448828,-0.589350554655875,0,-0.567175743987613,0.280280651099319,NA,NA,37.8,NA,2.1,5.6,-0.626935505727859,7.0184017990692,6.74307606852373,7.03614849375054,6.70738493428412
"Netherlands",1992,"Netherlands","NLD",210,"Western Europe",1.3928002583325,-0.397491049207047,1.79029130753955,1,1.18633885967761,1.25709090772035,NA,NA,25.7,37.8,10.3,2.1,-1.13759291798904,10.183616169333,10.0400148810688,10.1587497337318,10.0092737961399
"New Zealand",1992,"New Zealand","NZL",920,"Australia and New Zealand",1.42245311642839,1.3928002583325,0.0296528580958926,1,1.23188469353905,1.2028236712414,NA,NA,31.7,25.7,11.6,10.3,-1.13759291798904,9.882008520859,9.62472257503123,9.85434982797458,9.60393786889762
"Nicaragua",1992,"Nicaragua","NIC",93,"Central America",0.106607538423136,1.42245311642839,-1.31584557800526,1,0.510742324066334,-0.0802088483679654,NA,NA,NA,31.7,4.3,11.6,-1.30576791123927,7.63482067774554,7.56521495367004,7.67600993202889,7.56121111005543
"Niger",1992,"Niger","NER",436,"Western Africa",-0.708846059213925,0.106607538423136,-0.81545359763706,0,-0.832859774845981,-0.219753170742398,NA,NA,39.4,NA,0.8,4.3,-1.11173012591153,6.68461172766793,6.66122549270815,6.78671695060508,6.65180863373301
"Nigeria",1992,"Nigeria","NGA",475,"Western Africa",-1.22035786136808,-0.708846059213925,-0.511511802154156,0,-1.19722644573746,-1.47565207211229,NA,NA,43.9,39.4,NA,0.8,-0.451874934420282,8.19560956728878,7.59032664426891,8.24433404785609,7.5713126127569
"North Macedonia",1992,"North Macedonia","MKD",343,"Southern Europe",-0.582821412306379,-1.22035786136808,0.637536449061702,0,-1.05679345799803,0.528359446431644,NA,NA,NA,43.9,NA,NA,-0.949355003139665,8.85623355614316,8.7019460938118,8.9242570208881,8.42633299444266
"Norway",1992,"Norway","NOR",385,"Northern Europe",1.52253151250203,-0.582821412306379,2.10535292480841,1,1.23188469353905,1.3462442247929,NA,NA,22.6,NA,11.6,NA,-1.13759291798904,10.4347920454834,10.3541247810784,10.231135252931,10.3022430926916
"Pakistan",1992,"Pakistan","PAK",770,"Southern Asia",-0.716259273737898,1.52253151250203,-2.23879078623993,0,-0.548198313212016,-0.595747594917953,NA,NA,34,22.6,2.5,11.6,NA,7.80954132465341,7.63130929149117,7.80016307039296,7.56369411562441
"Palestinian Territories",1992,"Palestine","PSE",NA,"Western Asia",-1.27966357755987,-0.716259273737898,-0.563404303821969,0,-1.85384555057314,-1.23144950795704,NA,NA,NA,34,NA,2.5,-0.924390600577115,8.02256894698825,6.98828376050968,7.89170465933011,7.72736455497075
"Panama",1992,"Panama","PAN",95,"Central America",0.495801300931732,-1.27966357755987,1.7754648784916,1,0.696721145667191,0.384938892880143,NA,NA,51,NA,7.6,NA,-1.19094819414971,8.87863674743007,8.68834185762698,8.84289333105554,8.60772521679409
"Paraguay",1992,"Paraguay","PRY",150,"South America",-0.50498265980466,0.495801300931732,-1.00078396073639,0,-0.297696226974127,0.109726479308346,NA,NA,46.2,51,5.9,7.6,-1.21123269419977,8.28576542051433,8.60215914071736,8.29479935899257,8.588005903815
"Peru",1992,"Peru","PER",135,"South America",-1.04985392731669,-0.50498265980466,-0.544871267512035,0,-1.04920248568779,-1.03376171792659,NA,NA,52.8,46.2,6.9,5.9,-0.791902404042682,8.14902386805177,8.16035821499342,8.14148104145742,8.1627823423953
"Philippines",1992,"Philippines","PHL",840,"South-Eastern Asia",0.0769546803272425,-1.04985392731669,1.12680860764394,1,0.138784680864619,0.427577435827887,NA,NA,42.4,52.8,6.8,6.9,-1.18288727060096,8.23695004806146,7.86910992628403,8.21689858091361,7.86757640715653
"Poland",1992,"Poland","POL",290,"Eastern Europe",1.36685400749859,0.0769546803272425,1.28989932717135,1,1.24706663815952,1.10979412299178,NA,NA,25.7,42.4,10.1,6.8,-1.16449872666334,8.99143781491923,8.79085496730551,8.90923527919226,8.7512637226858
"Portugal",1992,"Portugal","PRT",235,"Southern Europe",1.36685400749859,1.36685400749859,0,1,1.20911177660833,1.15243266593952,NA,NA,33.5,25.7,6.3,10.1,-1.13759291798904,9.62331057957012,9.58370284231441,9.59260508691391,9.52957339944414
"Romania",1992,"Romania","ROU",360,"Eastern Europe",-0.338185333015261,1.36685400749859,-1.70503934051385,1,0.0287155823661533,-0.316658950169087,NA,NA,23.5,33.5,9.2,6.3,-1.19094819414971,8.68236858937522,8.75156559177459,8.72988228482659,8.81174453106144
"Russia",1992,"Russia","RUS",365,"Eastern Europe",-0.375251405635127,-0.338185333015261,-0.0370660726198664,1,-0.00544379302992248,-0.421317191949912,NA,NA,29.7,23.5,9.5,9.2,-0.905821627315677,9.72740648333163,9.3705271943839,9.76812591460545,9.27526230366558
"Rwanda",1992,"Rwanda","RWA",517,"Eastern Africa",-0.808924455287564,-0.375251405635127,-0.433673049652437,0,-0.867019150242057,-0.506594277845399,NA,NA,47.8,29.7,1.8,9.5,NA,6.75809450442773,6.48373053328276,6.72142570079064,6.3419536276783
"São Tomé & Príncipe",1992,"São Tomé & Príncipe","STP",403,"Middle Africa",0.269698257950548,-0.808924455287564,1.07862271323811,1,0.343740933241074,0.423701204650819,NA,NA,NA,47.8,3.1,1.8,-1.22621802944683,7.47420480649612,7.20680328695735,7.50659178007084,7.19784515584527
"Saudi Arabia",1992,"Saudi Arabia","SAU",670,"Western Asia",-1.48352697696913,0.269698257950548,-1.75322523491968,0,-2.0018695106228,-2.01832443690175,NA,NA,NA,NA,5.8,3.1,NA,9.93837195438963,10.4016402082121,9.71432263326017,10.3699576206762
"Senegal",1992,"Senegal","SEN",433,"Western Africa",-0.145441755391956,-1.48352697696913,1.33808522157718,1,-0.0206257376504006,0.132983866370751,NA,NA,43.1,NA,2.1,5.8,-1.16449872666334,7.50933526601659,7.35191549108931,7.54062152865715,7.346840177714
"Serbia",1992,"Serbia","SRB",345,"Southern Europe",-1.09062660719855,-0.145441755391956,-0.945184851806592,0,-1.21999936266817,-1.03376171792659,NA,NA,NA,43.1,8.3,2.1,-0.918381349260118,8.4595640785796,8.31699590823652,8.79437027922287,8.80699988819408
"Sierra Leone",1992,"Sierra Leone","SLE",451,"Western Africa",-1.47982036970714,-1.09062660719855,-0.389193762508597,0,-1.49327436583678,-2.21213599575513,NA,NA,44.3,NA,1.7,8.3,-0.837706588865966,7.28000825288419,6.8604879704631,7.36454701425564,6.93929469553486
"Singapore",1992,"Singapore","SGP",830,"South-Eastern Asia",-0.4938628380187,-1.47982036970714,0.985957531688445,0,-0.726586162502634,0.32679542522413,NA,NA,38.1,44.3,6.4,1.7,NA,9.71396009549184,10.1537530850533,9.67790352568256,10.0969770523854
"Slovakia",1992,"Slovakia","SVK",315,"Eastern Europe",1.34832097118866,-0.4938628380187,1.84218380920736,1,1.24706663815952,NA,NA,NA,18.8,38.1,11,6.4,-1.07991004999456,9.32018083765571,8.71175778333003,9.38353709043758,8.90490436935679
"Slovenia",1992,"Slovenia","SVN",349,"Southern Europe",0.999899888561915,1.34832097118866,-0.348421082626744,1,0.935836773439722,0.985754725325618,NA,NA,23.4,18.8,11,11,-1.19094819414971,9.59539867030668,9.32063336105801,9.6390661736589,9.62659845053036
"South Africa",1992,"South Africa","ZAF",560,"Southern Africa",-0.964601960291002,0.999899888561915,-1.96450184885292,0,-1.09854380570435,-0.681024680813439,NA,NA,58.8,23.4,7.2,11,-1.15558979576048,8.91905180393029,8.74185069956184,8.93577193866978,8.76588554849122
"South Korea",1992,"South Korea","KOR",732,"Eastern Asia",0.45502862104988,-0.964601960291002,1.41963058134088,1,0.544901699462409,0.594255376441793,NA,NA,28.8,58.8,9.4,7.2,-1.13759291798904,9.61467150404314,9.12776034140237,9.55400099583723,9.05547526299229
"Spain",1992,"Spain","ESP",230,"Southern Europe",1.4187465091664,0.45502862104988,0.963717888116525,1,1.31538538895167,1.00125965003389,NA,NA,30.1,28.8,6.7,9.4,-1.13759291798904,9.80873721599032,9.7294698881584,9.7895346724601,9.70336152600959
"Sri Lanka",1992,"Sri Lanka","LKA",780,"Southern Asia",-0.545755339686513,1.4187465091664,-1.96450184885292,0,-0.19142261463078,-0.564737745501412,NA,NA,43.8,30.1,8.6,6.7,-1.4260643749272,8.07121853996986,7.79361491329169,8.09955428237636,7.81431982577191
"Sudan",1992,"Sudan","SDN",625,"Northern Africa",-1.50947322780304,-0.545755339686513,-0.963717888116525,0,-1.72100353514395,-2.2160122269322,NA,NA,37.7,43.8,1.7,8.6,NA,7.33367639565768,7.67000391535773,7.37525577800975,7.63133529224172
"Suriname",1992,"Suriname","SUR",115,"South America",0.870168634392383,-1.50947322780304,2.37964186219542,1,0.981382607301156,0.667903768806077,NA,NA,NA,37.7,NA,1.7,-1.1723773772816,8.72148693660528,8.72148693660528,8.67870678528346,8.67870678528346
"Sweden",1992,"Sweden","SWE",380,"Northern Europe",1.69303544655342,0.870168634392383,0.822866812161033,1,1.41406802898478,1.31135814419929,NA,NA,22.8,NA,10.7,NA,-1.13759291798904,10.1685021479256,9.92460941948295,10.170226847968,9.91688469458336
"Switzerland",1992,"Switzerland","CHE",225,"Western Europe",1.37426722202257,1.69303544655342,-0.318768224530851,1,1.22808920738393,1.15630889711659,NA,NA,30.1,22.8,9.7,10.7,-1.13759291798904,10.4815324759399,10.3412014437754,10.4809432585999,10.3313694907805
"Taiwan",1992,"Taiwan","TWN",713,"Eastern Asia",-0.623594092188232,1.37426722202257,-1.9978613142108,0,-0.977088248740523,0.280280651099319,NA,NA,28,30.1,NA,9.7,-1.10326463234893,9.97189358520019,10.0292653223084,9.90173601949732,9.72635599971343
"Tajikistan",1992,"Tajikistan","TJK",702,"Central Asia",-1.23889089767801,-0.623594092188232,-0.615296805489782,0,-0.764541024053829,-1.92141865747506,NA,NA,37.9,28,10,NA,NA,7.7510451179718,7.1894688189798,8.48280876455441,7.86678664089374
"Tanzania",1992,"Tanzania","TZA",510,"Eastern Africa",-0.297412653133408,-1.23889089767801,0.941478244544606,0,-0.495061507040342,0.505102059369238,NA,NA,41.4,37.9,3.8,10,-1.15943185629248,6.97634807044775,6.88079398629648,7.10002716662926,6.88655494636927
"Thailand",1992,"Thailand","THA",800,"South-Eastern Asia",-0.849697135169417,-0.297412653133408,-0.552284482036009,0,-1.08336186108387,-0.363173724293898,NA,NA,44.8,41.4,4.7,3.8,-1.19765923370419,8.73327184500832,8.56026086704825,8.65049955872446,8.45950027637985
"Togo",1992,"Togo","TGO",461,"Western Africa",-1.05726714184067,-0.849697135169417,-0.207570006671252,0,-0.996065679516121,-1.13841995970741,NA,NA,NA,44.8,3.2,4.7,-0.64421239512319,7.1608459066643,6.89194249711327,7.20191631753163,6.92342480793258
"Trinidad & Tobago",1992,"Trinidad & Tobago","TTO",52,"Caribbean",0.877581848916356,-1.05726714184067,1.93484899075702,1,0.890290939578287,0.819076784711712,NA,NA,41.5,NA,8.2,3.2,-1.13759291798904,9.17014318222477,9.073942262841,9.03467660284629,8.9613569823969
"Tunisia",1992,"Tunisia","TUN",616,"Northern Africa",-1.20182482505815,0.877581848916356,-2.0794066739745,0,-1.29211359961544,-1.31672659385252,NA,NA,41.4,41.5,3.7,8.2,-0.480818086713193,8.72095002893026,8.31710344482118,8.62730241409627,8.2393515336385
"Turkey",1992,"Turkey","TUR",640,"Western Asia",-0.204747471583742,-1.20182482505815,0.997077353474405,1,-0.00164830687480295,-0.0763326171908979,NA,NA,43.1,41.4,4.6,3.7,-1.20117285705934,9.19877373560472,8.97384190570714,9.17014318222477,8.90961378391776
"Uganda",1992,"Uganda","UGA",500,"Eastern Africa",-0.81263106254955,-0.204747471583742,-0.607883590965808,0,-1.04161151337755,-0.246886788981871,NA,NA,43.2,43.1,3,4.6,NA,6.85329909318608,6.56588785755136,6.8330317327862,6.51984583101923
"Ukraine",1992,"Ukraine","UKR",369,"Eastern Europe",-0.330772118491287,-0.81263106254955,0.481858944058263,0,-0.0813535161323132,-0.212000708388263,NA,NA,27.1,43.2,9.5,3,-1.32346006876637,9.11338884589973,8.72115661293537,9.18993356219852,8.94717545495265
"United Kingdom",1992,"UK","GBR",200,"Northern Europe",1.15187078630337,-0.330772118491287,1.48264290479465,1,1.08006524733426,1.03226949945043,NA,NA,33.5,27.1,9.3,9.5,-1.13759291798904,10.0779449342733,9.86211757464422,10.0730615365076,9.93001933149488
"United States",1992,"US","USA",2,"Northern America",1.40762668738045,1.15187078630337,0.255755901077078,1,1.23947566584928,1.16018512829366,NA,NA,34.9,33.5,12.5,9.3,-1.13759291798904,10.5251655838769,10.1839224029794,10.5040807514855,10.1849160552474
"Uruguay",1992,"Uruguay","URY",165,"South America",1.20005668070919,1.40762668738045,-0.207570006671252,1,1.06867878886891,1.08653673592937,NA,NA,38.7,34.9,7.2,12.5,-1.13759291798904,9.27771860730613,8.94181220711388,9.17440226517055,8.85020990200035
"Uzbekistan",1992,"Uzbekistan","UZB",704,"Central Asia",-1.36862215184755,1.20005668070919,-2.56867883255674,0,-1.23138582113353,-1.9407998133604,NA,NA,31.7,38.7,NA,7.2,NA,8.10319175228579,7.68597130111713,8.32312288758773,7.36710554792268
"Venezuela",1992,"Venezuela","VEN",101,"South America",0.462441835573853,-1.36862215184755,1.8310639874214,1,0.506946837911215,0.695037387045549,NA,NA,40.6,31.7,5,NA,-1.26984453454622,9.04310445260027,9.31911552413879,8.94206869304423,9.26044084625464
"Vietnam",1992,"Vietnam","VNM",816,"South-Eastern Asia",-1.32414286470371,0.462441835573853,-1.78658470027756,0,-1.4780924212163,-1.61519639448673,NA,NA,33.5,40.6,4.2,5,NA,7.24494154633701,7.22690864499449,7.17930796950403,7.14156579452701
"Yemen",1992,"Yemen","YEM",679,"Western Asia",-1.05356053457868,-1.32414286470371,0.270582330125024,0,-0.954315331809806,-1.15392488441568,NA,NA,36.9,33.5,0.4,4.2,NA,7.91278922069068,7.80136116123397,7.88608140177575,7.75159983461762
"Zambia",1992,"Zambia","ZMB",551,"Eastern Africa",-0.252933365989568,-1.05356053457868,0.800627168589113,0,-0.255945879267812,0.260899495213981,NA,NA,53.9,36.9,5.2,0.4,-0.90520740093273,7.15383380157884,7.43193919757526,7.19893124068817,7.4135899659157
"Zimbabwe",1992,"Zimbabwe","ZWE",552,"Eastern Africa",-0.808924455287564,-0.252933365989568,-0.555991089297995,0,-0.912564984103491,-0.390307342533371,NA,NA,NA,53.9,4.9,5.2,NA,7.95331834656043,6.66122549270815,8.09559870137819,7.51927411654605
"Albania",1993,"Albania","ALB",339,"Southern Europe",-0.430850514564927,-0.808924455287564,0.378073940722637,0,-0.377401436231637,0.0632117051835349,NA,NA,NA,NA,7.8,4.9,-0.826490614965824,8.30745932701195,7.74968223030283,8.16621626859214,7.62853078064599
"Algeria",1993,"Algeria","DZA",615,"Northern Africa",-1.31302304291775,-0.430850514564927,-0.882172528352819,0,-1.42495561504463,-1.630701319195,NA,NA,37.1,NA,4.3,7.8,NA,8.87780039388258,8.80444221274104,8.9737315697084,8.82449496828449
"Argentina",1993,"Argentina","ARG",160,"South America",0.640358984149211,-1.31302304291775,1.95338202706696,1,1.04211038578307,0.272528188745184,NA,NA,42.7,37.1,8.1,4.3,-1.03417537999004,9.6153387044949,9.18787294601644,9.56254534044346,9.11688517362432
"Armenia",1993,"Armenia","ARM",371,"Western Asia",-0.349305154801221,0.640358984149211,-0.989664138950432,1,0.207103431656771,-0.626757444334494,NA,NA,37.2,42.7,10.3,8.1,-0.496138938356834,8.06652149046999,7.1576820646485,8.11552088154677,7.26233177420852
"Australia",1993,"Australia","AUS",900,"Australia and New Zealand",1.53365133428799,-0.349305154801221,1.88295648908921,1,1.32297636126191,1.24158598301208,NA,NA,29.6,37.2,11.8,10.3,-1.03417537999004,10.2563602771918,9.94969762032894,10.2418508571036,9.89780122448994
"Austria",1993,"Austria","AUT",305,"Western Europe",1.2260029315431,1.53365133428799,-0.30764840274489,1,1.17495240121225,0.993507187679753,NA,NA,26.6,29.6,8.8,11.8,-1.03417537999004,10.1820279670706,10.0312125144532,10.1707245413608,10.010786191948
"Azerbaijan",1993,"Azerbaijan","AZE",373,"Western Asia",-0.842283920645443,1.2260029315431,-2.06828685218854,0,-0.487470534730103,-1.31672659385252,NA,NA,31.6,26.6,NA,8.8,NA,8.54927308487965,8.20610387073313,9.12260145766818,8.4605095879399
"Bangladesh",1993,"Bangladesh","BGD",771,"Southern Asia",-0.549461946948499,-0.842283920645443,0.292821973696944,1,-0.0206257376504006,-0.882588702020953,NA,NA,32.8,31.6,3.1,NA,-1.25278980233251,7.24136628332232,6.92956684066161,7.24279792279376,6.88549960908568
"Belarus",1993,"Belarus","BLR",370,"Eastern Europe",0.0954877166371757,-0.549461946948499,0.644949663585675,1,0.0514884992968706,0.652398844097806,NA,NA,23.3,32.8,NA,3.1,-0.831755433317969,9.35062391742324,8.48783790396567,9.29422185595688,8.54571748195389
"Belgium",1993,"Belgium","BEL",211,"Western Europe",1.32608132761674,0.0954877166371757,1.23059361097956,1,1.15977045659177,1.14855643476246,NA,NA,24.3,23.3,9.6,NA,-1.03417537999004,10.1404945605095,9.96557127460189,10.1488621526917,9.95572607955104
"Belize",1993,"Belize","BLZ",NA,"Central America",NA,1.32608132761674,NA,1,NA,NA,NA,NA,52,24.3,6.1,9.6,-1.03417537999004,8.42379392715769,8.42379392715769,8.35603310492105,8.35603310492105
