country,year,item,r,n,survey,cc_rank,y_claassen
Argentina,2012,church_amb,2,18,amb_argentina2012,284,NA
Argentina,2012,church_amb,3,58,amb_argentina2012,284,NA
Argentina,2012,church_amb,4,118,amb_argentina2012,284,NA
Argentina,2012,church_amb,5,185,amb_argentina2012,284,NA
Argentina,2012,church_amb,6,257,amb_argentina2012,284,NA
Argentina,2012,church_amb,7,818,amb_argentina2012,284,NA
Argentina,2012,strong_amb_1,1,89,amb_argentina2012,284,NA
Argentina,2012,strong_amb_1,2,1141,amb_argentina2012,284,NA
Argentina,2012,threestate_amb,1,151,amb_argentina2012,284,NA
Argentina,2012,threestate_amb,2,111,amb_argentina2012,284,NA
Argentina,2012,threestate_amb,3,1186,amb_argentina2012,284,NA
Argentina,2013,army_wvs,1,114.5620448,wvs_combo,284,NA
Argentina,2013,army_wvs,2,82.50649551,wvs_combo,284,NA
Argentina,2013,army_wvs,3,233.7231089,wvs_combo,284,NA
Argentina,2013,army_wvs,4,600.063009,wvs_combo,284,NA
Argentina,2013,church_lb,1,46.13086465,lb2013,284,NA
Argentina,2013,church_lb,2,73.65221656,lb2013,284,NA
Argentina,2013,church_lb,3,568.2239257,lb2013,284,NA
Argentina,2013,church_lb,4,512.3892328,lb2013,284,NA
Argentina,2013,evdemoc_wvs,1,96.56563913,wvs_combo,284,NA
Argentina,2013,evdemoc_wvs,2,56.22543647,wvs_combo,284,NA
Argentina,2013,evdemoc_wvs,3,326.8854225,wvs_combo,284,NA
Argentina,2013,evdemoc_wvs,4,551.1781601,wvs_combo,284,NA
Argentina,2013,impdemoc_wvs,1,14.23079981,wvs_combo,284,NA
Argentina,2013,impdemoc_wvs,3,2.031252247,wvs_combo,284,NA
Argentina,2013,impdemoc_wvs,4,17.04804669,wvs_combo,284,NA
Argentina,2013,impdemoc_wvs,5,40.92276775,wvs_combo,284,NA
Argentina,2013,impdemoc_wvs,6,76.17982519,wvs_combo,284,NA
Argentina,2013,impdemoc_wvs,7,142.5756886,wvs_combo,284,NA
Argentina,2013,impdemoc_wvs,8,158.3241715,wvs_combo,284,NA
Argentina,2013,impdemoc_wvs,9,121.8048692,wvs_combo,284,NA
Argentina,2013,impdemoc_wvs,10,457.7372372,wvs_combo,284,NA
Argentina,2013,strong_pew,1,203.4495643,pew2013,284,NA
Argentina,2013,strong_pew,2,615.5312954,pew2013,284,NA
Argentina,2013,strong_wvs,1,264.6572261,wvs_combo,284,NA
Argentina,2013,strong_wvs,2,310.5811843,wvs_combo,284,NA
Argentina,2013,strong_wvs,3,234.8612288,wvs_combo,284,NA
Argentina,2013,strong_wvs,4,220.755019,wvs_combo,284,NA
Argentina,2013,threestate_lb,1,215.770257,lb2013,284,NA
Argentina,2013,threestate_lb,2,111.2554008,lb2013,284,NA
Argentina,2013,threestate_lb,3,873.3705819,lb2013,284,NA
Argentina,2013,threestate_pew,1,133.5935954,pew2013,284,NA
Argentina,2013,threestate_pew,2,95.11033247,pew2013,284,NA
Argentina,2013,threestate_pew,3,590.2769319,pew2013,284,NA
Argentina,2014,church_amb,1,40,amb_argentina2014,284,NA
Argentina,2014,church_amb,2,27,amb_argentina2014,284,NA
Argentina,2014,church_amb,3,76,amb_argentina2014,284,NA
Argentina,2014,church_amb,4,122,amb_argentina2014,284,NA
Argentina,2014,church_amb,5,189,amb_argentina2014,284,NA
Argentina,2014,church_amb,6,196,amb_argentina2014,284,NA
Argentina,2014,church_amb,7,826,amb_argentina2014,284,NA
Argentina,2014,threestate_amb,1,166,amb_argentina2014,284,NA
Argentina,2014,threestate_amb,2,96,amb_argentina2014,284,NA
Argentina,2014,threestate_amb,3,1081,amb_argentina2014,284,NA
Argentina,2015,church_lb,1,45.62294547,lb2015,284,NA
Argentina,2015,church_lb,2,148.3019259,lb2015,284,NA
Argentina,2015,church_lb,3,538.5507101,lb2015,284,NA
Argentina,2015,church_lb,4,471.6455555,lb2015,284,NA
Argentina,2015,impdemoc_pew,1,9.702964741,pew2015,284,NA
Argentina,2015,impdemoc_pew,2,16.95234575,pew2015,284,NA
Argentina,2015,impdemoc_pew,3,178.2524614,pew2015,284,NA
Argentina,2015,impdemoc_pew,4,795.0717228,pew2015,284,NA
Argentina,2015,threestate_lb,1,205.4222029,lb2015,284,NA
Argentina,2015,threestate_lb,2,155.1065715,lb2015,284,NA
Argentina,2015,threestate_lb,3,843.5923626,lb2015,284,NA
Argentina,2016,church_lb,1,39.25937095,lb2016,284,NA
Argentina,2016,church_lb,2,111.6951961,lb2016,284,NA
Argentina,2016,church_lb,3,662.2196708,lb2016,284,NA
Argentina,2016,church_lb,4,387.5071067,lb2016,284,NA
Argentina,2016,threestate_lb,1,202.958954,lb2016,284,NA
Argentina,2016,threestate_lb,2,160.246495,lb2016,284,NA
Argentina,2016,threestate_lb,3,837.4758955,lb2016,284,NA
Argentina,2017,army_pew,1,155.8872659,pew2017,284,NA
Argentina,2017,army_pew,2,142.8200901,pew2017,284,NA
Argentina,2017,army_pew,3,198.9385772,pew2017,284,NA
Argentina,2017,army_pew,4,514.3540657,pew2017,284,NA
Argentina,2017,church_lb,1,67.83002484,lb2017,284,NA
Argentina,2017,church_lb,2,213.8084577,lb2017,284,NA
Argentina,2017,church_lb,3,592.8194071,lb2017,284,NA
Argentina,2017,church_lb,4,329.9444488,lb2017,284,NA
Argentina,2017,evdemoc_pew,1,201.5462697,pew2017,284,NA
Argentina,2017,evdemoc_pew,2,117.6189363,pew2017,284,NA
Argentina,2017,evdemoc_pew,3,370.3978134,pew2017,284,NA
Argentina,2017,evdemoc_pew,4,322.4369793,pew2017,284,NA
Argentina,2017,strong_pew.1,1,136.434263,pew2017,284,NA
Argentina,2017,strong_pew.1,2,115.2043398,pew2017,284,NA
Argentina,2017,strong_pew.1,3,264.4654757,pew2017,284,NA
Argentina,2017,strong_pew.1,4,495.8959202,pew2017,284,NA
Argentina,2017,threestate_lb,1,190.8318946,lb2017,284,NA
Argentina,2017,threestate_lb,2,212.3887268,lb2017,284,NA
Argentina,2017,threestate_lb,3,801.181717,lb2017,284,NA
South Korea,1996,army_wvs,1,22.01825484,wvs_combo,277,NA
South Korea,1996,army_wvs,2,54.04480732,wvs_combo,277,NA
South Korea,1996,army_wvs,3,240.1991437,wvs_combo,277,NA
South Korea,1996,army_wvs,4,933.774171,wvs_combo,277,NA
South Korea,1996,church_wvs,1,30.02489296,wvs_combo,277,NA
South Korea,1996,church_wvs,2,86.07135981,wvs_combo,277,NA
South Korea,1996,church_wvs,3,734.6090477,wvs_combo,277,NA
South Korea,1996,church_wvs,4,399.3310763,wvs_combo,277,NA
South Korea,1996,evdemoc_wvs,1,59.04895615,wvs_combo,277,NA
South Korea,1996,evdemoc_wvs,2,145.120316,wvs_combo,277,NA
South Korea,1996,evdemoc_wvs,3,488.4049254,wvs_combo,277,NA
South Korea,1996,evdemoc_wvs,4,557.4621792,wvs_combo,277,NA
South Korea,1996,strong_wvs,1,119.0987421,wvs_combo,277,NA
South Korea,1996,strong_wvs,2,283.2348236,wvs_combo,277,NA
South Korea,1996,strong_wvs,3,412.3418633,wvs_combo,277,NA
South Korea,1996,strong_wvs,4,435.3609479,wvs_combo,277,NA
South Korea,2001,army_wvs,1,95.0788277,wvs_combo,277,NA
South Korea,2001,army_wvs,2,33.02738225,wvs_combo,277,NA
South Korea,2001,army_wvs,3,412.3418633,wvs_combo,277,NA
South Korea,2001,army_wvs,4,660.5476451,wvs_combo,277,NA
South Korea,2001,church_wvs,1,164.1360815,wvs_combo,277,NA
South Korea,2001,church_wvs,2,71.05891333,wvs_combo,277,NA
South Korea,2001,church_wvs,3,748.6206644,wvs_combo,277,NA
South Korea,2001,church_wvs,4,217.1800591,wvs_combo,277,NA
South Korea,2001,evdemoc_wvs,1,176.1460387,wvs_combo,277,NA
South Korea,2001,evdemoc_wvs,2,123.1020611,wvs_combo,277,NA
South Korea,2001,evdemoc_wvs,3,654.5426665,wvs_combo,277,NA
South Korea,2001,evdemoc_wvs,4,247.204952,wvs_combo,277,NA
South Korea,2001,strong_wvs,1,203.1684423,wvs_combo,277,NA
South Korea,2001,strong_wvs,2,218.1808888,wvs_combo,277,NA
South Korea,2001,strong_wvs,3,516.4281589,wvs_combo,277,NA
South Korea,2001,strong_wvs,4,263.2182283,wvs_combo,277,NA
South Korea,2002,impdemoc_pew,1,20.90898953,pew2002,277,NA
South Korea,2002,impdemoc_pew,2,45.29739204,pew2002,277,NA
South Korea,2002,impdemoc_pew,3,330.6298779,pew2002,277,NA
South Korea,2002,impdemoc_pew,4,302.385123,pew2002,277,NA
South Korea,2002,strong_pew,1,271.1386677,pew2002,277,NA
South Korea,2002,strong_pew,2,428.0827148,pew2002,277,NA
South Korea,2003,army_asiab,1,37,asiab2003,277,NA
South Korea,2003,army_asiab,2,203,asiab2003,277,NA
South Korea,2003,army_asiab,3,526,asiab2003,277,NA
South Korea,2003,army_asianb,1,7.99866438,asianb1,277,NA
South Korea,2003,army_asianb,2,140.9764597,asianb1,277,NA
South Korea,2003,army_asianb,3,616.8969903,asianb1,277,NA
South Korea,2003,army_asianb,4,729.8781246,asianb1,277,NA
South Korea,2003,democextent_asianb,1,0.999833047,asianb1,277,NA
South Korea,2003,democextent_asianb,2,0.999833047,asianb1,277,NA
South Korea,2003,democextent_asianb,3,2.999499142,asianb1,277,NA
South Korea,2003,democextent_asianb,4,10.99816352,asianb1,277,NA
South Korea,2003,democextent_asianb,5,52.99115151,asianb1,277,NA
South Korea,2003,democextent_asianb,6,165.9722859,asianb1,277,NA
South Korea,2003,democextent_asianb,7,316.947076,asianb1,277,NA
South Korea,2003,democextent_asianb,8,489.9181932,asianb1,277,NA
South Korea,2003,democextent_asianb,9,283.9525855,asianb1,277,NA
South Korea,2003,democextent_asianb,10,173.9709503,asianb1,277,NA
South Korea,2003,democsuit_asianb,1,0.999833047,asianb1,277,NA
South Korea,2003,democsuit_asianb,2,1.999666095,asianb1,277,NA
South Korea,2003,democsuit_asianb,3,8.998497427,asianb1,277,NA
South Korea,2003,democsuit_asianb,4,47.99198628,asianb1,277,NA
South Korea,2003,democsuit_asianb,5,144.9757919,asianb1,277,NA
South Korea,2003,democsuit_asianb,6,327.9452396,asianb1,277,NA
South Korea,2003,democsuit_asianb,7,489.9181932,asianb1,277,NA
South Korea,2003,democsuit_asianb,8,316.947076,asianb1,277,NA
South Korea,2003,democsuit_asianb,9,95.98397255,asianb1,277,NA
South Korea,2003,democsuit_asianb,10,31.99465752,asianb1,277,NA
South Korea,2003,evdemoc_asiab,1,94,asiab2003,277,NA
South Korea,2003,evdemoc_asiab,2,484,asiab2003,277,NA
South Korea,2003,evdemoc_asiab,3,190,asiab2003,277,NA
South Korea,2003,party_asianb,1,32.99449057,asianb1,277,NA
South Korea,2003,party_asianb,2,164.9724528,asianb1,277,NA
South Korea,2003,party_asianb,3,683.8858044,asianb1,277,NA
South Korea,2003,party_asianb,4,616.8969903,asianb1,277,NA
South Korea,2003,strong_asiab,1,105,asiab2003,277,NA
South Korea,2003,strong_asiab,2,389,asiab2003,277,NA
South Korea,2003,strong_asiab,3,283,asiab2003,277,NA
South Korea,2003,strong_asianb,1,8.998497427,asianb1,277,NA
South Korea,2003,strong_asianb,2,221.9629365,asianb1,277,NA
South Korea,2003,strong_asianb,3,658.8899783,asianb1,277,NA
South Korea,2003,strong_asianb,4,606.8986598,asianb1,277,NA
South Korea,2003,threestate_asianb,1,497.9168576,asianb1,277,NA
South Korea,2003,threestate_asianb,2,260.9564254,asianb1,277,NA
South Korea,2003,threestate_asianb,3,740.8762882,asianb1,277,NA
South Korea,2004,army_asiab,1,117.1968447,asiab2004,277,NA
South Korea,2004,army_asiab,2,199.7441875,asiab2004,277,NA
South Korea,2004,army_asiab,3,517.7043226,asiab2004,277,NA
South Korea,2004,church_cses,1,109.0005821,cses_combo,277,NA
South Korea,2004,church_cses,2,119.0006355,cses_combo,277,NA
South Korea,2004,church_cses,3,1032.005511,cses_combo,277,NA
South Korea,2004,church_cses,4,240.0012817,cses_combo,277,NA
South Korea,2004,evdemoc_asiab,1,220.1262474,asiab2004,277,NA
South Korea,2004,evdemoc_asiab,2,425.9850529,asiab2004,277,NA
South Korea,2004,evdemoc_asiab,3,188.5340545,asiab2004,277,NA
South Korea,2004,strong_asiab,1,147.7699346,asiab2004,277,NA
South Korea,2004,strong_asiab,2,316.9410322,asiab2004,277,NA
South Korea,2004,strong_asiab,3,369.934388,asiab2004,277,NA
South Korea,2005,army_wvs,1,16.68599074,wvs_combo,277,NA
South Korea,2005,army_wvs,2,77.75233165,wvs_combo,277,NA
South Korea,2005,army_wvs,3,546.4244066,wvs_combo,277,NA
South Korea,2005,army_wvs,4,552.1563262,wvs_combo,277,NA
South Korea,2005,evdemoc_wvs,1,64.82534647,wvs_combo,277,NA
South Korea,2005,evdemoc_wvs,2,201.6293535,wvs_combo,277,NA
South Korea,2005,evdemoc_wvs,3,663.2654568,wvs_combo,277,NA
South Korea,2005,evdemoc_wvs,4,263.2988984,wvs_combo,277,NA
South Korea,2005,impdemoc_wvs,1,3.718813159,wvs_combo,277,NA
South Korea,2005,impdemoc_wvs,2,7.493733683,wvs_combo,277,NA
South Korea,2005,impdemoc_wvs,3,3.816382499,wvs_combo,277,NA
South Korea,2005,impdemoc_wvs,4,14.79407464,wvs_combo,277,NA
South Korea,2005,impdemoc_wvs,5,46.02691485,wvs_combo,277,NA
South Korea,2005,impdemoc_wvs,6,55.63487121,wvs_combo,277,NA
South Korea,2005,impdemoc_wvs,7,171.3367085,wvs_combo,277,NA
South Korea,2005,impdemoc_wvs,8,227.3556134,wvs_combo,277,NA
South Korea,2005,impdemoc_wvs,9,209.0361944,wvs_combo,277,NA
South Korea,2005,impdemoc_wvs,10,453.8057487,wvs_combo,277,NA
South Korea,2005,strong_wvs,1,83.01524575,wvs_combo,277,NA
South Korea,2005,strong_wvs,2,488.6708663,wvs_combo,277,NA
South Korea,2005,strong_wvs,3,472.2966605,wvs_combo,277,NA
South Korea,2005,strong_wvs,4,149.0362825,wvs_combo,277,NA
South Korea,2006,army_asiab,1,35,asiab2006,277,NA
South Korea,2006,army_asiab,2,232,asiab2006,277,NA
South Korea,2006,army_asiab,3,686,asiab2006,277,NA
South Korea,2006,evdemoc_asiab,1,83,asiab2006,277,NA
South Korea,2006,evdemoc_asiab,2,512,asiab2006,277,NA
South Korea,2006,evdemoc_asiab,3,389,asiab2006,277,NA
South Korea,2006,strong_asiab,1,133,asiab2006,277,NA
South Korea,2006,strong_asiab,2,412,asiab2006,277,NA
South Korea,2006,strong_asiab,3,402,asiab2006,277,NA
South Korea,2010,army_wvs,1,22.02370742,wvs_combo,277,NA
South Korea,2010,army_wvs,2,79.89837252,wvs_combo,277,NA
South Korea,2010,army_wvs,3,508.7439945,wvs_combo,277,NA
South Korea,2010,army_wvs,4,588.3279843,wvs_combo,277,NA
South Korea,2010,evdemoc_wvs,1,85.72569291,wvs_combo,277,NA
South Korea,2010,evdemoc_wvs,2,221.8355463,wvs_combo,277,NA
South Korea,2010,evdemoc_wvs,3,658.5616415,wvs_combo,277,NA
South Korea,2010,evdemoc_wvs,4,232.8711782,wvs_combo,277,NA
South Korea,2010,impdemoc_wvs,1,9.388457699,wvs_combo,277,NA
South Korea,2010,impdemoc_wvs,2,7.953789161,wvs_combo,277,NA
South Korea,2010,impdemoc_wvs,3,14.67014263,wvs_combo,277,NA
South Korea,2010,impdemoc_wvs,4,9.727071344,wvs_combo,277,NA
South Korea,2010,impdemoc_wvs,5,68.18429898,wvs_combo,277,NA
South Korea,2010,impdemoc_wvs,6,58.48051158,wvs_combo,277,NA
South Korea,2010,impdemoc_wvs,7,162.1935707,wvs_combo,277,NA
South Korea,2010,impdemoc_wvs,8,231.7467533,wvs_combo,277,NA
South Korea,2010,impdemoc_wvs,9,208.0494425,wvs_combo,277,NA
South Korea,2010,impdemoc_wvs,10,428.6000209,wvs_combo,277,NA
South Korea,2010,strong_wvs,1,163.8309465,wvs_combo,277,NA
South Korea,2010,strong_wvs,2,430.5977357,wvs_combo,277,NA
South Korea,2010,strong_wvs,3,433.4856039,wvs_combo,277,NA
South Korea,2010,strong_wvs,4,171.0797727,wvs_combo,277,NA
South Korea,2011,army_asianb,1,28.95217755,asianb3,277,NA
South Korea,2011,army_asianb,2,75.78482672,asianb3,277,NA
South Korea,2011,army_asianb,3,292.387459,asianb3,277,NA
South Korea,2011,army_asianb,4,810.1499944,asianb3,277,NA
South Korea,2011,church_asianb,1,70.02267832,asianb3,277,NA
South Korea,2011,church_asianb,2,133.0896372,asianb3,277,NA
South Korea,2011,church_asianb,3,735.5433409,asianb3,277,NA
South Korea,2011,church_asianb,4,268.6188013,asianb3,277,NA
South Korea,2011,democextent_asianb,1,33.61982738,asianb3,277,NA
South Korea,2011,democextent_asianb,2,2.442218621,asianb3,277,NA
South Korea,2011,democextent_asianb,3,3.597561619,asianb3,277,NA
South Korea,2011,democextent_asianb,4,9.812967978,asianb3,277,NA
South Korea,2011,democextent_asianb,5,37.05520694,asianb3,277,NA
South Korea,2011,democextent_asianb,6,36.49743865,asianb3,277,NA
South Korea,2011,democextent_asianb,7,105.3845447,asianb3,277,NA
South Korea,2011,democextent_asianb,8,285.3993878,asianb3,277,NA
South Korea,2011,democextent_asianb,9,312.8776971,asianb3,277,NA
South Korea,2011,democextent_asianb,10,380.5876069,asianb3,277,NA
South Korea,2011,democsuit_asianb,1,55.51169481,asianb3,277,NA
South Korea,2011,democsuit_asianb,2,1.783832365,asianb3,277,NA
South Korea,2011,democsuit_asianb,3,11.73195665,asianb3,277,NA
South Korea,2011,democsuit_asianb,4,28.2754401,asianb3,277,NA
South Korea,2011,democsuit_asianb,5,117.7657833,asianb3,277,NA
South Korea,2011,democsuit_asianb,6,162.6944358,asianb3,277,NA
South Korea,2011,democsuit_asianb,7,255.0365073,asianb3,277,NA
South Korea,2011,democsuit_asianb,8,306.8031346,asianb3,277,NA
South Korea,2011,democsuit_asianb,9,183.5728688,asianb3,277,NA
South Korea,2011,democsuit_asianb,10,84.09880406,asianb3,277,NA
South Korea,2011,party_asianb,1,49.25097168,asianb3,277,NA
South Korea,2011,party_asianb,2,96.86383721,asianb3,277,NA
South Korea,2011,party_asianb,3,409.4365408,asianb3,277,NA
South Korea,2011,party_asianb,4,651.723108,asianb3,277,NA
South Korea,2011,strong_asianb,1,44.7585361,asianb3,277,NA
South Korea,2011,strong_asianb,2,196.0976261,asianb3,277,NA
South Korea,2011,strong_asianb,3,406.1576909,asianb3,277,NA
South Korea,2011,strong_asianb,4,560.2606047,asianb3,277,NA
South Korea,2011,threestate_asianb,1,310.9993766,asianb3,277,NA
South Korea,2011,threestate_asianb,2,104.9423817,asianb3,277,NA
South Korea,2011,threestate_asianb,3,791.3326994,asianb3,277,NA
South Korea,2015,army_asianb,1,34.01105002,asianb4,277,NA
South Korea,2015,army_asianb,2,93.03022505,asianb4,277,NA
South Korea,2015,army_asianb,3,345.1121252,asianb4,277,NA
South Korea,2015,army_asianb,4,728.2366004,asianb4,277,NA
South Korea,2015,church_asianb,1,47.01527503,asianb4,277,NA
South Korea,2015,church_asianb,2,109.0354251,asianb4,277,NA
South Korea,2015,church_asianb,3,828.2691005,asianb4,277,NA
South Korea,2015,church_asianb,4,216.0702001,asianb4,277,NA
South Korea,2015,democextent_asianb,1,22.00715001,asianb4,277,NA
South Korea,2015,democextent_asianb,2,4.001300002,asianb4,277,NA
South Korea,2015,democextent_asianb,3,13.00422501,asianb4,277,NA
South Korea,2015,democextent_asianb,4,22.00715001,asianb4,277,NA
South Korea,2015,democextent_asianb,5,86.02795005,asianb4,277,NA
South Korea,2015,democextent_asianb,6,75.02437504,asianb4,277,NA
South Korea,2015,democextent_asianb,7,202.0656501,asianb4,277,NA
South Korea,2015,democextent_asianb,8,375.1218752,asianb4,277,NA
South Korea,2015,democextent_asianb,9,288.0936002,asianb4,277,NA
South Korea,2015,democextent_asianb,10,113.0367251,asianb4,277,NA
South Korea,2015,democsuit_asianb,1,60.01950003,asianb4,277,NA
South Korea,2015,democsuit_asianb,2,2.000650001,asianb4,277,NA
South Korea,2015,democsuit_asianb,3,9.002925005,asianb4,277,NA
South Korea,2015,democsuit_asianb,4,29.00942502,asianb4,277,NA
South Korea,2015,democsuit_asianb,5,92.02990005,asianb4,277,NA
South Korea,2015,democsuit_asianb,6,140.0455001,asianb4,277,NA
South Korea,2015,democsuit_asianb,7,325.1056252,asianb4,277,NA
South Korea,2015,democsuit_asianb,8,380.1235002,asianb4,277,NA
South Korea,2015,democsuit_asianb,9,125.0406251,asianb4,277,NA
South Korea,2015,democsuit_asianb,10,38.01235002,asianb4,277,NA
South Korea,2015,impdemoc_pew,1,24.18008817,pew2015,277,NA
South Korea,2015,impdemoc_pew,2,48.94350087,pew2015,277,NA
South Korea,2015,impdemoc_pew,3,307.0687541,pew2015,277,NA
South Korea,2015,impdemoc_pew,4,624.8368659,pew2015,277,NA
South Korea,2015,party_asianb,1,51.01657503,asianb4,277,NA
South Korea,2015,party_asianb,2,146.0474501,asianb4,277,NA
South Korea,2015,party_asianb,3,435.1413752,asianb4,277,NA
South Korea,2015,party_asianb,4,568.1846003,asianb4,277,NA
South Korea,2015,strong_asianb,1,58.01885003,asianb4,277,NA
South Korea,2015,strong_asianb,2,214.0695501,asianb4,277,NA
South Korea,2015,strong_asianb,3,403.1309752,asianb4,277,NA
South Korea,2015,strong_asianb,4,525.1706253,asianb4,277,NA
South Korea,2015,threestate_asianb,1,335.1088752,asianb4,277,NA
South Korea,2015,threestate_asianb,2,109.0354251,asianb4,277,NA
South Korea,2015,threestate_asianb,3,756.2457004,asianb4,277,NA
South Korea,2017,army_pew,1,21.60033101,pew2017,277,NA
South Korea,2017,army_pew,2,71.17695107,pew2017,277,NA
South Korea,2017,army_pew,3,339.5550756,pew2017,277,NA
South Korea,2017,army_pew,4,577.6676411,pew2017,277,NA
South Korea,2017,evdemoc_pew,1,63.53632275,pew2017,277,NA
South Korea,2017,evdemoc_pew,2,161.4830328,pew2017,277,NA
South Korea,2017,evdemoc_pew,3,595.441488,pew2017,277,NA
South Korea,2017,evdemoc_pew,4,189.5391553,pew2017,277,NA
South Korea,2017,strong_pew.1,1,76.78886508,pew2017,277,NA
South Korea,2017,strong_pew.1,2,184.7295318,pew2017,277,NA
South Korea,2017,strong_pew.1,3,443.2985936,pew2017,277,NA
South Korea,2017,strong_pew.1,4,305.1830083,pew2017,277,NA
Brazil,1995,threestate_lb,1,425.6549287,lb1995,271,NA
Brazil,1995,threestate_lb,2,278.4658412,lb1995,271,NA
Brazil,1995,threestate_lb,3,489.3042639,lb1995,271,NA
Brazil,1996,threestate_lb,1,308.9403572,lb1996,271,NA
Brazil,1996,threestate_lb,2,232.1150678,lb1996,271,NA
Brazil,1996,threestate_lb,3,538.9474253,lb1996,271,NA
Brazil,1997,threestate_lb,1,298.9958229,lb1997,271,NA
Brazil,1997,threestate_lb,2,201.997178,lb1997,271,NA
Brazil,1997,threestate_lb,3,499.9930148,lb1997,271,NA
Brazil,1998,threestate_lb,1,241.3465954,lb1998,271,NA
Brazil,1998,threestate_lb,2,282.4523214,lb1998,271,NA
Brazil,1998,threestate_lb,3,476.7453977,lb1998,271,NA
Brazil,2000,threestate_lb,1,334.8326406,lb2000,271,NA
Brazil,2000,threestate_lb,2,282.8946943,lb2000,271,NA
Brazil,2000,threestate_lb,3,382.4441666,lb2000,271,NA
Brazil,2001,threestate_lb,1,390.4138174,lb2001,271,NA
Brazil,2001,threestate_lb,2,308.3268097,lb2001,271,NA
Brazil,2001,threestate_lb,3,302.3204432,lb2001,271,NA
Brazil,2002,church_cses,1,217.5622619,cses_combo,271,NA
Brazil,2002,church_cses,2,187.428201,cses_combo,271,NA
Brazil,2002,church_cses,3,648.3653626,cses_combo,271,NA
Brazil,2002,church_cses,4,1287.165074,cses_combo,271,NA
Brazil,2002,church_lb,1,211.6862017,lb2002,271,NA
Brazil,2002,church_lb,2,86.27968412,lb2002,271,NA
Brazil,2002,church_lb,3,251.8162874,lb2002,271,NA
Brazil,2002,church_lb,4,453.4699677,lb2002,271,NA
Brazil,2002,threestate_lb,1,371.2032921,lb2002,271,NA
Brazil,2002,threestate_lb,2,262.8520609,lb2002,271,NA
Brazil,2002,threestate_lb,3,369.1967879,lb2002,271,NA
Brazil,2003,church_lb,1,231.5991625,lb2003,271,NA
Brazil,2003,church_lb,2,145.3628464,lb2003,271,NA
Brazil,2003,church_lb,3,389.7474551,lb2003,271,NA
Brazil,2003,church_lb,4,433.3020906,lb2003,271,NA
Brazil,2003,threestate_lb,1,358.8544955,lb2003,271,NA
Brazil,2003,threestate_lb,2,424.4005825,lb2003,271,NA
Brazil,2003,threestate_lb,3,416.7564765,lb2003,271,NA
Brazil,2004,church_lb,1,231.0970445,lb2004,271,NA
Brazil,2004,church_lb,2,141.0592349,lb2004,271,NA
Brazil,2004,church_lb,3,381.1600604,lb2004,271,NA
Brazil,2004,church_lb,4,451.1894678,lb2004,271,NA
Brazil,2004,threestate_lb,1,394.1655217,lb2004,271,NA
Brazil,2004,threestate_lb,2,315.1323334,lb2004,271,NA
Brazil,2004,threestate_lb,3,495.2079524,lb2004,271,NA
Brazil,2005,church_lb,1,252.099276,lb2005,271,NA
Brazil,2005,church_lb,2,150.0590928,lb2005,271,NA
Brazil,2005,church_lb,3,369.1453684,lb2005,271,NA
Brazil,2005,church_lb,4,433.1705813,lb2005,271,NA
Brazil,2005,threestate_lb,1,423.1666418,lb2005,271,NA
Brazil,2005,threestate_lb,2,335.131974,lb2005,271,NA
Brazil,2005,threestate_lb,3,446.1757027,lb2005,271,NA
Brazil,2006,army_wvs,1,163.3354481,wvs_combo,271,NA
Brazil,2006,army_wvs,2,405.1210344,wvs_combo,271,NA
Brazil,2006,army_wvs,3,552.052747,wvs_combo,271,NA
Brazil,2006,army_wvs,4,380.7354183,wvs_combo,271,NA
Brazil,2006,church_lb,1,181.143584,lb2006,271,NA
Brazil,2006,church_lb,2,136.1078863,lb2006,271,NA
Brazil,2006,church_lb,3,450.3569769,lb2006,271,NA
Brazil,2006,church_lb,4,437.3466642,lb2006,271,NA
Brazil,2006,evdemoc_wvs,1,88.87625011,wvs_combo,271,NA
Brazil,2006,evdemoc_wvs,2,104.1165545,wvs_combo,271,NA
Brazil,2006,evdemoc_wvs,3,873.6826647,wvs_combo,271,NA
Brazil,2006,evdemoc_wvs,4,434.5691785,wvs_combo,271,NA
Brazil,2006,impdemoc_wvs,1,79.55687293,wvs_combo,271,NA
Brazil,2006,impdemoc_wvs,2,9.319377181,wvs_combo,271,NA
Brazil,2006,impdemoc_wvs,3,13.06198205,wvs_combo,271,NA
Brazil,2006,impdemoc_wvs,4,17.49289671,wvs_combo,271,NA
Brazil,2006,impdemoc_wvs,5,118.2285747,wvs_combo,271,NA
Brazil,2006,impdemoc_wvs,6,72.0716632,wvs_combo,271,NA
Brazil,2006,impdemoc_wvs,7,125.1995401,wvs_combo,271,NA
Brazil,2006,impdemoc_wvs,8,251.5449379,wvs_combo,271,NA
Brazil,2006,impdemoc_wvs,9,214.5157646,wvs_combo,271,NA
Brazil,2006,impdemoc_wvs,10,600.2530384,wvs_combo,271,NA
Brazil,2006,strong_wvs,1,325.7166775,wvs_combo,271,NA
Brazil,2006,strong_wvs,2,647.6125041,wvs_combo,271,NA
Brazil,2006,strong_wvs,3,364.7892306,wvs_combo,271,NA
Brazil,2006,strong_wvs,4,163.1262357,wvs_combo,271,NA
Brazil,2006,threestate_lb,1,402.3188994,lb2006,271,NA
Brazil,2006,threestate_lb,2,247.1959406,lb2006,271,NA
Brazil,2006,threestate_lb,3,555.4402715,lb2006,271,NA
Brazil,2006,church_amb,1,48.99972038,amb_combo,271,2006
