"","ISO","year","dependence","wdi_pop","country","country_name","COWcode","Region_UN","muslism_prop_2010","muslism_prop_1990","dependence_pc","dependence_pc_di","dependence_pc_di_m1","lg_imp_mdpgdp","lg_imp_imfgdp","lg_mdpgdp_lag1","lg_imfgdp_lag1","mdprgdp_grwth_r","imfgdp_grwth_r","mdprgdp_grwth","imfgdp_grwth","imfgdp_grwth_lag1","mdprgdp_grwth_lag1","imfgdp_grwth_rlag1","mdprgdp_grwth_rlag1","firstyear","regime","country_text_id","Vdem_polyarchy","Vdem_libdem","Vdem_region","Vdem_regime","Vdem_liberal","Vdem_corruption","liberal_sd","polyarchy_sd","libdem_sd","corr_sd","Vdem_libdem_m1","Vdem_libdem_m2","Region_libdem","Chgdem","upchgdem","downchgdem","Region_libdem_m1"
"841","TJK",1991,1.182443681,5400630,"Tajikistan","Tajikistan",702,"Central Asia",96.7,77.33050406,57.12385424,0,0,8.482808765,7.866786641,8.531293316,8.225460564,-0.013576051,-0.04360533,-0.114132939,-0.358673923,-0.95039941,-0.032732192,-0.103576059,-0.003878376,2005,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","TZA",1991,9.825967552,26056594,"Tanzania","Tanzania",510,"Eastern Africa",35.2,30.30093226,119.0907267,0,0,7.100027167,6.886554946,7.160845907,6.866077758,-0.000990616,0.002982371,-0.007258362,0.020477188,0.072899622,0.005934736,0.010731298,0.000810625,2001,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","THA",1991,0.709331857,57232465,"Thailand","Thailand",800,"South-Eastern Asia",5.5,4.109042677,40.52412901,0,0,8.650499559,8.459500276,8.591186871,8.357406737,0.007689444,0.012215935,0.06746483,0.102093539,0.132701096,0.092173662,0.016134449,0.010617226,2002,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","TGO",1991,6.296871246,3862992,"Togo","Togo",461,"Western Africa",14,11.89620784,84.50401212,0,0,7.201916318,6.923424808,7.279318835,6.91926389,-0.004222566,0.000601353,-0.03107046,0.004160918,0.068437406,0.023211874,0.009989657,0.003164544,2005,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","TTO",1991,11.8229895,1229103,"Trinidad & Tobago","Trinidad & Tobago",52,"Caribbean",5.9,5.896245729,991.8305892,0,1,9.034676603,8.961356982,9.147613542,8.903991692,0.001164528,0.006442649,0.010774836,0.057365291,0.044922632,0.010117155,0.005070807,0.001094643,2006,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","TUN",1991,4.683808307,8427857,"Tunisia","Tunisia",616,"Northern Africa",99,98.67156745,261.4501797,0,0,8.627302414,8.239351534,8.599510234,8.187779277,0.00255023,0.006298687,0.021998404,0.051572256,0.082749583,0.057021256,0.010209658,0.006654345,2011,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","TUR",1991,0.416947699,54840590,"Turkey","Turkey",640,"Western Asia",98,102.2240372,40.05199596,0,0,9.170143182,8.909613784,9.213236175,8.884029281,-0.000474674,0.002879831,-0.004403849,0.025584503,0.107871884,0.074107972,0.012291471,0.008052136,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","UGA",1991,20.60209374,17953531,"Uganda","Uganda",500,"Eastern Africa",11.5,10.72927245,191.1874299,0,0,6.833031733,6.519845831,6.852242569,6.502843653,-0.002445632,0.002614576,-0.016657798,0.017002178,0.064987135,0.003309435,0.01009453,0.000486114,2000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","UKR",1991,2.751604322,52000500,"Ukraine","Ukraine",369,"Eastern Europe",1.2,0.198491465,269.6021914,0,0,9.189933562,8.947175455,9.272187775,9.003328649,-0.009786095,-0.006236937,-0.093153125,-0.056153195,-0.925964681,-0.048387866,-0.093255849,-0.005057622,1991,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","GBR",1991,0.515887428,57424897,"United Kingdom","UK",200,"Northern Europe",4.8,2.047247896,122.244685,0,0,10.07306154,9.930019331,10.08589244,9.608390449,-0.001409961,0.033473752,-0.014315935,0.321628883,-0.126983802,0.000974032,-0.013043546,9.59e-05,1988,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","USA",1991,0.967745121,252981000,"United States","US",2,"Northern America",1,0.612523686,352.8785808,0,0,10.50408075,10.18491606,10.51818659,9.943593309,-0.00134109,0.024269169,-0.014105835,0.241322746,-0.303368421,0.006102624,-0.029605695,0.000580534,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","URY",1991,0.547745702,3131660,"Uruguay","Uruguay",165,"South America",1,0.032158467,52.8410279,0,0,9.174402265,8.850209902,9.127393451,8.789236837,0.003009214,0.006937242,0.027753863,0.060973065,0.032903273,0,0.003757654,0,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","UZB",1991,7.282916552,20952000,"Uzbekistan","Uzbekistan",704,"Central Asia",96.7,94.54900049,299.9105036,0,0,8.323122888,7.367105548,8.399310151,7.456154658,-0.003570678,-0.011943034,-0.030330534,-0.08904911,-0.781564283,-0.043445928,-0.094876299,-0.005088668,2002,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","VEN",1991,17.58511757,20096317,"Venezuela","Venezuela",101,"South America",1,0.224116288,1344.73394,1,1,8.942068693,9.260440846,8.947676062,9.157666483,0.00714691,0.011222768,0.068698474,0.102774363,0.075378549,0.038461034,0.008299511,0.004017292,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","VNM",1991,7.811114728,69436954,"Vietnam","Vietnam",816,"South-Eastern Asia",1,0.973688896,102.4818252,0,0,7.17930797,7.141565795,7.090076836,7.072909958,0.004967451,0.009706873,0.036367644,0.068655836,0.064589005,0.028851381,0.009216045,0.003956397,2001,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","YEM",1991,17.6317678,12302124,"Yemen","Yemen",679,"Western Asia",99,104.1076626,469.0050235,0,0,7.886081402,7.751599835,7.874739125,7.70663925,0.001348984,0.005834007,0.011046785,0.044960585,0.011188346,-0.034660312,0.001453891,-0.004214723,2006,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","ZMB",1991,12.9488695,8246656,"Zambia","Zambia",551,"Eastern Africa",1,0.410608889,173.2558739,0,0,7.198931241,7.413589966,7.221835825,7.4127601,-0.004420068,0.000111951,-0.034442716,0.000829866,0.003635929,0.056915572,0.000490737,0.007357774,2000,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","ZWE",1991,9.14882336,10680995,"Zimbabwe","Zimbabwe",552,"Eastern Africa",1,0.901037257,300.0814062,0,0,8.095598701,7.519274117,8.091015042,8.138992186,0.003440273,-0.076141868,0.026526754,-0.61971807,1.721282234,-0.008920666,0.268208169,-0.00115559,1999,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","ALB",1992,11.41996225,3247039,"Albania","Albania",339,"Southern Europe",80.3,70.04322476,401.9826712,0,0,8.166216269,7.628530781,8.242493153,7.674560785,-0.0049325,-0.005997738,-0.039917991,-0.046030004,-0.289267462,-0.30870682,-0.036322665,-0.036743997,1998,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","DZA",1992,15.12474675,27028326,"Algeria","Algeria",615,"Northern Africa",97.9,96.5104485,1193.796261,1,1,8.97373157,8.824494968,8.947936107,8.809584564,-0.001042223,0.001692521,-0.009632767,0.014910404,-0.003417149,-0.036976127,-0.000387739,-0.003984714,2002,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","ARG",1992,1.156515811,33529326,"Argentina","Argentina",160,"South America",1,1.361184434,164.4796786,0,0,9.56254534,9.116885174,9.473166068,9.009841976,0.008952161,0.011880696,0.084313674,0.107043197,0.119075368,0.085690446,0.01339315,0.009181882,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","ARM",1992,0.105584847,3442817,"Armenia","Armenia",371,"Western Asia",1,3.617688348,3.532868977,0,0,8.115520882,7.262331774,8.645410489,7.83002257,-0.061812144,-0.072501808,-0.518648547,-0.567690796,-0.410707207,-0.141359277,-0.049838694,-0.01656797,1997,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","AUS",1992,2.383387595,17495000,"Australia","Australia",900,"Australia and New Zealand",2.4,0.90242659,668.6117221,0,0,10.24185086,9.897801224,10.19133211,9.862117575,0.001885449,0.003618254,0.019463592,0.03568365,0.010462882,-0.025120589,0.001062043,-0.002427538,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","AUT",1992,0.122787473,7840709,"Austria","Austria",305,"Western Europe",5.4,2.096941201,32.08068318,0,0,10.17072454,10.01078619,10.14470675,9.978538503,0.000942834,0.003231705,0.009719603,0.032247689,0.057115247,0.023849607,0.005756759,0.002318857,1997,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","AZE",1992,13.10341056,7382000,"Azerbaijan","Azerbaijan",373,"Western Asia",96.9,78.71211063,1200.272407,1,1,9.122601458,8.460509588,9.487669032,8.50954452,-0.029794745,-0.005762345,-0.271478521,-0.049034932,-0.395359849,-0.020754431,-0.044397989,-0.002272621,1997,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","BGD",1992,0.508982649,107983704,"Bangladesh","Bangladesh",771,"Southern Asia",90.4,98.96390837,7.115577429,0,0,7.242797923,6.885499609,7.244941546,6.838405348,0.002391776,0.006886731,0.017196685,0.047094261,0.051189159,0.012903405,0.007541996,0.001797878,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","BLR",1992,2.202594195,10216000,"Belarus","Belarus",370,"Eastern Europe",1,0.098145058,239.5321187,0,0,9.294221856,8.545717482,9.446044705,9.058481677,-0.011338802,-0.056605976,-0.103054114,-0.512764195,0.187226243,-0.014575883,0.021104819,-0.001601182,1992,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","BEL",1992,0.023496951,10045158,"Belgium","Belgium",211,"Western Europe",5.9,2.668705584,6.006290615,0,0,10.14886215,9.95572608,10.09802585,9.922057059,0.00108348,0.003393351,0.011118561,0.033669021,0.047711636,0.014464189,0.004831878,0.001411494,1988,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","BLZ",1992,0.63901383,194324,"Belize","Belize",NA,"Central America",1,0.533185463,27.19501642,0,0,8.356033105,8.356033105,8.236837057,8.236837057,0.014471095,0.014471095,0.119196048,0.119196048,0.123787547,0.123787547,0.015257832,0.015257832,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","BEN",1992,8.900477419,5331803,"Benin","Benin",434,"Western Africa",23.8,19.72483256,112.8580537,0,0,7.145196135,7.235140337,7.151485464,7.218188707,-0.000274584,0.00234846,-0.002007361,0.01695163,0.040840275,0.010077344,0.005690162,0.001380369,2005,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","BOL",1992,3.318374805,7160920,"Bolivia","Bolivia",145,"South America",1,0.014566978,76.05715052,0,0,7.737180078,7.865552599,7.711996507,7.847800439,-0.000897237,0.002262056,-0.007395702,0.01775216,0.063461505,0.027749913,0.008152459,0.003377954,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","BIH",1992,NA,4233676,"Bosnia & Herzegovina","Bosnia",346,"Southern Europe",45.2,41.29117944,170.9972,0,NA,7.17472431,7.91942172,7.658699558,7.376690079,-0.033716722,0.073573871,-0.279841484,0.542731641,-0.443540189,-0.126390621,-0.056717024,-0.014999764,1998,FALSE,"BIH",0.251,0.086,1,0,0.187,0.469,0.085,0.016,0.024,0.072,0.822,0.819,0.086,-0.736,0,0.736,NA
"873","BWA",1992,1.03752411,1363554,"Botswana","Botswana",571,"Southern Africa",1,0.233144435,69.59711727,0,0,8.811056123,8.737138508,8.778325929,8.744368348,-0.000151195,-0.0008268,-0.00137237,-0.00722984,0.063488079,0.042132377,0.007313553,0.004663407,1999,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","BRA",1992,2.236408705,154259380,"Brazil","Brazil",140,"South America",1,0.097313331,134.1621582,0,0,8.699348068,8.925017114,8.682877107,8.938399189,-0.002368149,-0.001497144,-0.021833616,-0.013382075,0.450561285,-0.006615675,0.053083163,-0.000717044,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","BGR",1992,1.606243773,8540164,"Bulgaria","Bulgaria",355,"Eastern Europe",13.7,13.24801231,190.4683866,0,0,9.380758024,9.144301457,9.341017696,9.19904385,-0.006883849,-0.005950879,-0.062702501,-0.054742393,-0.070626792,-0.073918174,-0.007619126,-0.008049846,1990,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","BFA",1992,9.518527084,9297113,"Burkina Faso","Burkina Faso",439,"Western Africa",61.6,54.55659347,130.3086358,0,0,7.221835825,6.515102816,7.278628942,6.517196717,-0.004688596,-0.000321289,-0.031857074,-0.002093902,0.093322959,0.054067221,0.014527521,0.008021225,2007,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","BDI",1992,14.02066839,5685565,"Burundi","Burundi",516,"Eastern Africa",2.8,1.654729022,178.9037287,0,0,7.151485464,6.468107256,7.209340257,6.457091799,-0.001812689,0.001705947,-0.012590965,0.011015457,0.066425008,0.027318772,0.010394065,0.003948544,2012,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","KHM",1992,NA,9623889,"Cambodia","Cambodia",811,"South-Eastern Asia",2,2.595927602,0,0,0,7.140453043,6.550081978,6.952728645,6.49453093,0.003568283,0.008553512,0.024256978,0.055551048,0.072001853,0.037525722,0.011210826,0.005550802,2004,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","CMR",1992,8.196091113,12499499,"Cameroon","Cameroon",471,"Middle Africa",18.3,22.84363241,186.7889165,0,0,7.731492029,7.491127674,7.735433352,7.528928832,-0.007616839,-0.005020788,-0.059658211,-0.037801158,-0.035045005,-0.06785511,-0.004633147,-0.008588965,2004,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","CAN",1992,2.412482361,28371264,"Canada","Canada",20,"Northern America",2.1,1.130325521,713.7329065,0,0,10.29502276,9.940249328,10.26809594,9.920589917,-0.000307846,0.001981678,-0.003182131,0.019659411,-0.00024688,-0.034257018,-2.49e-05,-0.003303149,2000,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","CPV",1992,0.56661599,355757,"Cape Verde","Cape Verde",402,"Western Africa",1,2.071312324,12.73752745,0,0,7.717796211,7.498095669,7.697575347,7.472470253,0.000307644,0.00342931,0.002447982,0.025625417,0.022862172,-0.00663063,0.003068909,-0.000832595,2002,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","CHL",1992,7.549233722,13719819,"Chile","Chile",155,"South America",1,0.007533171,673.7691097,0,0,9.096611607,8.871255434,8.988321188,8.759682812,0.010684467,0.012737062,0.097783916,0.111572622,0.09109731,0.058387647,0.010508901,0.006420754,1995,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","CHN",1992,4.614394578,1164970000,"China","China",710,"Eastern Asia",1.8,1.483370552,126.0191159,0,0,7.912423121,6.918467315,7.843848638,6.694096937,0.008606989,0.033517647,0.067202652,0.224370378,0.398207799,0.033481119,0.063248858,0.004306566,2001,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","COL",1992,3.536125187,34422569,"Colombia","Colombia",100,"South America",1,0.35948865,243.1086066,0,0,8.835646923,8.605644379,8.797850649,8.559982984,0.002548337,0.005334286,0.022797046,0.045661395,0.037083739,0.002870191,0.004351071,0.000320943,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","CRI",1992,2.582082697,3286520,"Costa Rica","Costa Rica",94,"Central America",1,0.032057108,217.4371839,0,0,9.038483865,8.636291175,8.981430226,8.551788321,0.007180417,0.009881308,0.063907698,0.084502853,0.029489627,-0.00040897,0.00346029,-4.59e-05,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","CIV",1992,3.455729529,12812421,"Côte d’Ivoire","C<f4>te d<U+0092>Ivoire",437,"Western Africa",37.5,40.92285396,80.44938342,0,0,7.752764809,7.984955753,7.730174795,8.000683155,-0.003891724,-0.001965757,-0.031157278,-0.015727402,-0.002390882,-0.042754105,-0.000298746,-0.005311868,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","HRV",1992,NA,4575818,"Croatia","Croatia",344,"Southern Europe",1.4,1.088465448,138.9782,0,NA,9.243484971,9.034480233,9.371097751,9.393259993,-0.011885285,-0.038195447,-0.11338908,-0.35877976,-0.229795156,-0.244131054,-0.023879647,-0.024950993,1993,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","CYP",1992,0.013599552,800611,"Cyprus","Cyprus",352,"Western Asia",25.3,0.260887147,2.776620497,0,0,9.924123166,9.43939812,9.92059046,9.349444087,0.006398163,0.009621324,0.062882928,0.089954033,0.019284211,-0.018479483,0.002066868,-0.001876707,2006,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","CZE",1992,1.083656839,10319123,"Czechia","Czechia",315,"Eastern Europe",1,0.009677399,186.1939181,0,0,9.751617603,9.524712446,9.749695142,9.376095627,-0.000623512,0.015850608,-0.006051548,0.148616819,-0.209729076,-0.120859264,-0.021879085,-0.012299389,1990,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","DNK",1992,0.324300518,5171370,"Denmark","Denmark",390,"Northern Europe",4.1,2.120235233,85.77748711,0,0,10.18301144,10.04912159,10.14737446,10.01048846,0.001544507,0.003859265,0.01609407,0.038633127,0.04453765,0.011247026,0.004468982,0.001080515,1988,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","DOM",1992,0.662929526,7408342,"Dominican Republic","Dominican Republic",42,"Caribbean",1,0.014018376,36.30865015,0,0,8.608312785,8.320676162,8.535622327,8.210589347,0.004077024,0.013407907,0.035248984,0.110086815,0.023637611,-0.010322898,0.00288723,-0.00119256,1996,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","ECU",1992,7.951364799,10716129,"Ecuador","Ecuador",130,"South America",1,0.009774279,411.0060465,0,0,8.550434525,8.557366887,8.501063809,8.522329192,0.00266544,0.004111282,0.023776051,0.035037695,0.059808389,0.039119128,0.007067444,0.00440481,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","EGY",1992,12.27254483,58666814,"Egypt","Egypt",651,"Northern Africa",94.9,95.9909218,563.8007097,0,0,8.432506383,8.345888639,8.41803562,8.341760765,0.001435473,0.000494845,0.012672226,0.004127875,0.03132288,0.014320759,0.003769101,0.00162485,2001,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","SLV",1992,0.781151129,5416323,"El Salvador","El Salvador",92,"Central America",1,0.018975048,25.97327503,0,0,8.109224953,8.097480383,8.033334016,8.020887703,0.006579767,0.009549153,0.055723015,0.07659268,0.03453132,0.018430773,0.004323789,0.00218105,1996,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","EST",1992,NA,1533091,"Estonia","Estonia",366,"Northern Europe",1,0.573550161,538.6673,0,0,9.08148375,9.200721088,9.248117736,9.041188351,-0.014348373,0.017645107,-0.133672756,0.159532737,-0.068754241,-0.100391819,-0.007547165,-0.010661128,1991,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","SWZ",1992,4.387337864,866993,"Eswatini","Eswatini",572,"Southern Africa",1,0.486369495,259.7742749,0,0,8.686260633,8.256151016,8.661812881,8.227380132,-0.00082501,0.003496968,-0.00714351,0.028770884,0.023510496,-0.027905603,0.002865781,-0.003212489,2013,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","ETH",1992,15.03409968,51423585,"Ethiopia","Ethiopia",530,"Eastern Africa",34.6,33.05012658,115.9129085,0,0,6.647688374,5.830087786,6.773080376,5.936728619,-0.019307833,-0.017962895,-0.126040721,-0.106640833,-0.076979553,-0.113224252,-0.01280068,-0.01704881,2005,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","FIN",1992,0.396242668,5041992,"Finland","Finland",375,"Northern Europe",1,0.220598661,86.28184087,0,0,9.988517802,9.775676052,10.00152129,9.792266845,-0.003885843,-0.001694275,-0.039435209,-0.016590793,-0.032858284,-0.066430003,-0.003344312,-0.00650327,1996,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","FRA",1992,0.073029923,58851217,"France","France",220,"Western Europe",7.5,0.975346788,18.09243302,0,0,10.11755,9.811986361,10.10777443,9.628993562,0.00096597,0.019004354,0.009930636,0.1829928,-0.248900158,0.004365093,-0.025197695,0.00042478,1988,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","GAB",1992,23.64550155,1002579,"Gabon","Gabon",481,"Middle Africa",11.2,3.264917513,2703.153738,1,1,9.34417172,9.477944489,9.148145768,9.513849869,-0.005840158,-0.003774012,-0.058047021,-0.03590538,0.065363532,0.035801412,0.006917884,0.003615031,2015,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","GEO",1992,0.483924153,4873500,"Georgia","Georgia",372,"Western Asia",10.7,13.01541025,22.43472374,0,0,8.441607204,8.072217736,9.199279425,8.420921396,-0.06450069,-0.041409205,-0.584957223,-0.34870366,-0.527033275,-0.236916046,-0.05889986,-0.025458629,1996,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","DEU",1992,0.097058869,80624598,"Germany","Germany",255,"Western Europe",5.8,3.154858919,26.30101235,0,0,10.2072152,10.02008482,10.18746276,10.0498038,0.001097939,-0.00295717,0.01144123,-0.029718981,0.175458375,0.041604832,0.017769115,0.004008544,1988,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","GHA",1992,6.531066789,15653336,"Ghana","Ghana",452,"Western Africa",15.8,15.19635759,116.1223675,0,0,7.483244416,7.49056062,7.483806688,7.454136402,0.002245729,0.004886444,0.016729551,0.036424218,0.051238157,0.030117422,0.006921365,0.004059291,1999,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","GRC",1992,0.109393403,10399061,"Greece","Greece",350,"Southern Europe",5.3,2.490979516,18.68001748,0,0,9.745429248,9.606855028,9.745312118,9.585013642,-6.7e-05,0.002278702,-0.000662539,0.021841386,0.051806438,0.01856333,0.005434314,0.001881517,1988,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","GTM",1992,1.551342347,9544055,"Guatemala","Guatemala",90,"Central America",1,0.011049583,59.57154614,0,0,8.253227646,8.23710424,8.239329428,8.195848382,0.003342497,0.005033751,0.028439821,0.041255858,0.035911275,0.002423754,0.004400925,0.000284942,1996,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","GIN",1992,16.95648169,6716038,"Guinea","Guinea",438,"Western Africa",84.4,66.76339829,185.5039097,0,0,6.997595983,6.827160804,7.020190708,6.799765237,-0.000665774,0.004028899,-0.004649009,0.027395567,0.029552015,-0.054164863,0.004365005,-0.007697122,2013,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","GUY",1992,23.33009816,748602,"Guyana","Guyana",110,"South America",6.4,9.013747984,521.0769423,0,0,7.711323606,7.711323606,7.61956733,7.61956733,0.01204219,0.01204219,0.091756276,0.091756276,0.090190754,0.090190754,0.011978516,0.011978516,2006,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","HTI",1992,1.167550247,7319493,"Haiti","Haiti",41,"Caribbean",1,0.028417499,25.83788696,0,0,7.70210434,7.195096696,7.77569575,7.214839862,-0.00956175,-0.002736466,-0.073693006,-0.019743166,0.026019631,0,0.003619458,0,2006,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
